,index,latitude,locationid,longitude,year,costs,trainees_total,trainees_pass
11684,16096,60.54388889,CKU,145.7266667,2005,1354,73416,640
11685,4096,60.54388889,CKU,145.7266667,2006,459,81175,62
11686,96,60.54388889,CKU,145.7266667,2007,1160,32670,495
11687,14096,60.54388889,CKU,145.7266667,2008,4020,15523,102
11688,8096,60.54388889,CKU,145.7266667,2009,1408,47322,13
11689,9096,60.54388889,CKU,145.7266667,2010,480,41742,609
11690,1096,60.54388889,CKU,145.7266667,2011,1268,68476,44
11691,13096,60.54388889,CKU,145.7266667,2012,4290,25840,392
11692,5096,60.54388889,CKU,145.7266667,2013,809,26384,910
11693,15096,60.54388889,CKU,145.7266667,2014,522,57760,747
11694,2096,60.54388889,CKU,145.7266667,2015,1872,23655,369
11695,7096,60.54388889,CKU,145.7266667,2016,795,66150,176
11696,2075,64.07138889,CKX,141.9522222,2000,679,23004,55
11697,4075,64.07138889,CKX,141.9522222,2001,1184,4165,65
11698,1075,64.07138889,CKX,141.9522222,2002,657,55209,324
11699,3075,64.07138889,CKX,141.9522222,2003,1304,69426,194
11700,12075,64.07138889,CKX,141.9522222,2004,3699,33561,171
11701,10075,64.07138889,CKX,141.9522222,2005,1480,45360,680
11702,75,64.07138889,CKX,141.9522222,2006,1296,59840,11
11703,13075,64.07138889,CKX,141.9522222,2007,1652,24255,180
11704,6075,64.07138889,CKX,141.9522222,2008,2710,7828,6
11705,14075,64.07138889,CKX,141.9522222,2009,1400,54747,69
11706,8075,64.07138889,CKX,141.9522222,2010,2240,13230,308
11707,9075,64.07138889,CKX,141.9522222,2011,414,7904,61
11708,11075,64.07138889,CKX,141.9522222,2012,1540,30498,88
11709,16075,64.07138889,CKX,141.9522222,2013,161,4658,970
11710,15075,64.07138889,CKX,141.9522222,2014,1920,31844,81
11711,7075,64.07138889,CKX,141.9522222,2015,1662,75530,261
11712,5075,64.07138889,CKX,141.9522222,2016,15,14210,752
11713,88,64.25694444,CLF,149.1861111,2000,5838,35640,495
11714,4088,64.25694444,CLF,149.1861111,2001,134,30555,56
11715,8088,64.25694444,CLF,149.1861111,2002,1593,9625,192
11716,3088,64.25694444,CLF,149.1861111,2003,74,11049,26
11717,16088,64.25694444,CLF,149.1861111,2004,8298,67122,207
11718,10088,64.25694444,CLF,149.1861111,2005,672,20832,360
11719,1088,64.25694444,CLF,149.1861111,2006,7902,19550,66
11720,15088,64.25694444,CLF,149.1861111,2007,1806,44010,540
11721,12088,64.25694444,CLF,149.1861111,2008,3490,17765,8
11722,14088,64.25694444,CLF,149.1861111,2009,3468,39501,49
11723,6088,64.25694444,CLF,149.1861111,2010,2140,17442,28
11724,5088,64.25694444,CLF,149.1861111,2011,1104,11476,87
11725,2088,64.25694444,CLF,149.1861111,2012,3350,7344,316
11726,7088,64.25694444,CLF,149.1861111,2013,688,7548,140
11727,11088,64.25694444,CLF,149.1861111,2014,114,30096,126
11728,9088,64.25694444,CLF,149.1861111,2015,502,40255,441
11729,13088,64.25694444,CLF,149.1861111,2016,4255,52990,784
11730,16086,58.83361111,CLP,158.5294444,2000,6741,71442,195
11731,4086,58.83361111,CLP,158.5294444,2001,1150,12915,30
11732,10086,58.83361111,CLP,158.5294444,2002,6741,50820,332
11733,15086,58.83361111,CLP,158.5294444,2003,764,11571,12
11734,1086,58.83361111,CLP,158.5294444,2004,1413,44154,57
11735,13086,58.83361111,CLP,158.5294444,2005,1652,51324,980
11736,11086,58.83361111,CLP,158.5294444,2006,1953,31875,26
11737,12086,58.83361111,CLP,158.5294444,2007,1204,12285,306
11738,3086,58.83361111,CLP,158.5294444,2008,2645,6536,88
11739,6086,58.83361111,CLP,158.5294444,2009,2964,62568,83
11740,2086,58.83361111,CLP,158.5294444,2010,9420,10314,427
11741,5086,58.83361111,CLP,158.5294444,2011,520,51832,21
11742,9086,58.83361111,CLP,158.5294444,2012,3875,30498,12
11743,7086,58.83361111,CLP,158.5294444,2013,570,14280,650
11744,14086,58.83361111,CLP,158.5294444,2014,1776,74860,684
11745,86,58.83361111,CLP,158.5294444,2015,1090,23074,621
11746,8086,58.83361111,CLP,158.5294444,2016,3905,55230,104
11747,2084,65.82777778,CRC,144.0761111,2000,1960,9153,460
11748,8084,65.82777778,CRC,144.0761111,2001,148,7385,53
11749,5084,65.82777778,CRC,144.0761111,2002,5751,47663,288
11750,7084,65.82777778,CRC,144.0761111,2003,122,68991,174
11751,11084,65.82777778,CRC,144.0761111,2004,3555,54054,246
11752,14084,65.82777778,CRC,144.0761111,2005,1884,65772,920
11753,3084,65.82777778,CRC,144.0761111,2006,5436,81175,76
11754,1084,65.82777778,CRC,144.0761111,2007,1244,35460,153
11755,15084,65.82777778,CRC,144.0761111,2008,3305,11438,88
11756,10084,65.82777778,CRC,144.0761111,2009,3428,78111,90
11757,16084,65.82777778,CRC,144.0761111,2010,8770,51300,154
11758,4084,65.82777778,CRC,144.0761111,2011,1886,39216,59
11759,9084,65.82777778,CRC,144.0761111,2012,1170,4216,204
11760,6084,65.82777778,CRC,144.0761111,2013,1,17952,690
11761,84,65.82777778,CRC,144.0761111,2014,1839,51984,495
11762,12084,65.82777778,CRC,144.0761111,2015,1534,37018,792
11763,13084,65.82777778,CRC,144.0761111,2016,3470,52570,336
11764,14790,33.17833333,CRT,91.88027778,2000,6475,23085,195
11765,9790,33.17833333,CRT,91.88027778,2001,1144,6370,27
11766,790,33.17833333,CRT,91.88027778,2002,6345,13860,312
11767,7790,33.17833333,CRT,91.88027778,2003,230,34278,12
11768,11790,33.17833333,CRT,91.88027778,2004,4041,19107,261
11769,13790,33.17833333,CRT,91.88027778,2005,1110,52164,700
11770,10790,33.17833333,CRT,91.88027778,2006,729,70040,60
11771,8790,33.17833333,CRT,91.88027778,2007,566,28755,684
11772,2790,33.17833333,CRT,91.88027778,2008,435,9082,8
11773,12790,33.17833333,CRT,91.88027778,2009,212,91080,65
11774,5790,33.17833333,CRT,91.88027778,2010,4840,21168,413
11775,6790,33.17833333,CRT,91.88027778,2011,490,67412,5
11776,15790,33.17833333,CRT,91.88027778,2012,400,12648,312
11777,3790,33.17833333,CRT,91.88027778,2013,772,32368,940
11778,1790,33.17833333,CRT,91.88027778,2014,1221,8436,792
11779,16790,33.17833333,CRT,91.88027778,2015,210,51709,495
11780,4790,33.17833333,CRT,91.88027778,2016,1965,55300,160
11781,5015,61.15861111,CSR,149.7805556,2000,4452,64314,275
11782,7015,61.15861111,CSR,149.7805556,2001,1830,18445,57
11783,10015,61.15861111,CSR,149.7805556,2002,5985,39347,384
11784,11015,61.15861111,CSR,149.7805556,2003,1484,71340,82
11785,1015,61.15861111,CSR,149.7805556,2004,6534,60984,300
11786,3015,61.15861111,CSR,149.7805556,2005,1884,74256,940
11787,2015,61.15861111,CSR,149.7805556,2006,6237,46155,54
11788,13015,61.15861111,CSR,149.7805556,2007,1406,41490,657
11789,8015,61.15861111,CSR,149.7805556,2008,3515,2508,198
11790,15015,61.15861111,CSR,149.7805556,2009,2056,79794,80
11791,9015,61.15861111,CSR,149.7805556,2010,3560,19278,476
11792,6015,61.15861111,CSR,149.7805556,2011,1506,48944,98
11793,14015,61.15861111,CSR,149.7805556,2012,2790,28390,100
11794,12015,61.15861111,CSR,149.7805556,2013,717,12580,60
11795,16015,61.15861111,CSR,149.7805556,2014,441,55024,72
11796,15,61.15861111,CSR,149.7805556,2015,1566,28054,144
11797,4015,61.15861111,CSR,149.7805556,2016,4445,35000,568
11798,6742,36.265,CVK,91.56277778,2000,6832,21627,485
11799,15742,36.265,CVK,91.56277778,2001,1950,19740,32
11800,10742,36.265,CVK,91.56277778,2002,1575,24794,40
11801,16742,36.265,CVK,91.56277778,2003,492,14094,12
11802,5742,36.265,CVK,91.56277778,2004,117,54054,150
11803,7742,36.265,CVK,91.56277778,2005,410,72828,490
11804,12742,36.265,CVK,91.56277778,2006,5292,37910,51
11805,1742,36.265,CVK,91.56277778,2007,48,41535,612
11806,2742,36.265,CVK,91.56277778,2008,2260,15143,6
11807,4742,36.265,CVK,91.56277778,2009,1528,40590,85
11808,11742,36.265,CVK,91.56277778,2010,9710,47034,294
11809,8742,36.265,CVK,91.56277778,2011,478,21964,86
11810,3742,36.265,CVK,91.56277778,2012,2410,24106,12
11811,14742,36.265,CVK,91.56277778,2013,305,19618,320
11812,742,36.265,CVK,91.56277778,2014,411,38152,657
11813,13742,36.265,CVK,91.56277778,2015,246,58764,477
11814,9742,36.265,CVK,91.56277778,2016,2500,34230,392
11815,11784,35.08083333,CWS,92.425,2000,5110,73224,15
11816,784,35.08083333,CWS,92.425,2001,1792,4305,45
11817,13784,35.08083333,CWS,92.425,2002,5049,11781,252
11818,14784,35.08083333,CWS,92.425,2003,686,65424,20
11819,5784,35.08083333,CWS,92.425,2004,1350,30690,135
11820,6784,35.08083333,CWS,92.425,2005,598,59136,350
11821,9784,35.08083333,CWS,92.425,2006,7173,31620,20
11822,10784,35.08083333,CWS,92.425,2007,292,4860,612
11823,4784,35.08083333,CWS,92.425,2008,1610,11514,176
11824,16784,35.08083333,CWS,92.425,2009,2952,16830,50
11825,2784,35.08083333,CWS,92.425,2010,8420,44820,336
11826,15784,35.08083333,CWS,92.425,2011,148,44916,90
11827,7784,35.08083333,CWS,92.425,2012,4400,33150,96
11828,1784,35.08083333,CWS,92.425,2013,636,18020,780
11829,3784,35.08083333,CWS,92.425,2014,1221,66196,504
11830,8784,35.08083333,CWS,92.425,2015,1814,64491,252
11831,12784,35.08083333,CWS,92.425,2016,3150,62300,272
11832,10081,61.58277778,CXC,144.4272222,2000,1372,36612,330
11833,1081,61.58277778,CXC,144.4272222,2001,46,30940,24
11834,6081,61.58277778,CXC,144.4272222,2002,180,27643,328
11835,81,61.58277778,CXC,144.4272222,2003,1402,19749,200
11836,11081,61.58277778,CXC,144.4272222,2004,6687,92862,93
11837,4081,61.58277778,CXC,144.4272222,2005,984,11508,900
11838,9081,61.58277778,CXC,144.4272222,2006,5598,38335,77
11839,14081,61.58277778,CXC,144.4272222,2007,1248,37485,603
11840,2081,61.58277778,CXC,144.4272222,2008,3630,11989,142
11841,7081,61.58277778,CXC,144.4272222,2009,1656,74745,53
11842,5081,61.58277778,CXC,144.4272222,2010,7610,13122,644
11843,15081,61.58277778,CXC,144.4272222,2011,1628,71972,90
11844,12081,61.58277778,CXC,144.4272222,2012,1010,13498,52
11845,8081,61.58277778,CXC,144.4272222,2013,323,4318,930
11846,3081,61.58277778,CXC,144.4272222,2014,1446,57532,549
11847,16081,61.58277778,CXC,144.4272222,2015,1430,26228,621
11848,13081,61.58277778,CXC,144.4272222,2016,3400,18690,360
11849,7092,67.25222222,CXF,150.2038889,2000,2968,62046,170
11850,4092,67.25222222,CXF,150.2038889,2001,1428,20370,72
11851,14092,67.25222222,CXF,150.2038889,2002,1710,21175,104
11852,1092,67.25222222,CXF,150.2038889,2003,760,18183,180
11853,2092,67.25222222,CXF,150.2038889,2004,4644,48213,111
11854,6092,67.25222222,CXF,150.2038889,2005,844,30156,270
11855,11092,67.25222222,CXF,150.2038889,2006,8811,26605,67
11856,12092,67.25222222,CXF,150.2038889,2007,952,39240,459
11857,5092,67.25222222,CXF,150.2038889,2008,1730,3363,34
11858,9092,67.25222222,CXF,150.2038889,2009,1252,57915,39
11859,92,67.25222222,CXF,150.2038889,2010,3200,22572,448
11860,10092,67.25222222,CXF,150.2038889,2011,674,62548,5
11861,3092,67.25222222,CXF,150.2038889,2012,845,31450,108
11862,13092,67.25222222,CXF,150.2038889,2013,830,22542,560
11863,15092,67.25222222,CXF,150.2038889,2014,2595,60572,324
11864,16092,67.25222222,CXF,150.2038889,2015,854,71878,819
11865,8092,67.25222222,CXF,150.2038889,2016,965,17360,664
11866,8543,60.08194444,CYT,142.4936111,2000,2170,14094,110
11867,543,60.08194444,CYT,142.4936111,2001,1762,9625,79
11868,5543,60.08194444,CYT,142.4936111,2002,3618,72611,252
11869,6543,60.08194444,CYT,142.4936111,2003,106,76821,72
11870,16543,60.08194444,CYT,142.4936111,2004,4095,24750,117
11871,2543,60.08194444,CYT,142.4936111,2005,1744,20832,550
11872,13543,60.08194444,CYT,142.4936111,2006,6021,16830,50
11873,12543,60.08194444,CYT,142.4936111,2007,958,19395,702
11874,7543,60.08194444,CYT,142.4936111,2008,1195,17081,196
11875,14543,60.08194444,CYT,142.4936111,2009,3812,48807,2
11876,4543,60.08194444,CYT,142.4936111,2010,7750,18846,252
11877,11543,60.08194444,CYT,142.4936111,2011,1382,65056,5
11878,9543,60.08194444,CYT,142.4936111,2012,4470,17578,12
11879,3543,60.08194444,CYT,142.4936111,2013,983,10710,710
11880,15543,60.08194444,CYT,142.4936111,2014,2310,71288,576
11881,1543,60.08194444,CYT,142.4936111,2015,1056,47476,414
11882,10543,60.08194444,CYT,142.4936111,2016,3390,30310,168
11883,8065,61.78111111,CZF,166.0394444,2000,805,13527,260
11884,13065,61.78111111,CZF,166.0394444,2001,1686,34195,73
11885,6065,61.78111111,CZF,166.0394444,2002,3123,19327,304
11886,3065,61.78111111,CZF,166.0394444,2003,1272,61770,186
11887,10065,61.78111111,CZF,166.0394444,2004,8199,19404,150
11888,11065,61.78111111,CZF,166.0394444,2005,1870,36960,740
11889,14065,61.78111111,CZF,166.0394444,2006,621,25075,60
11890,4065,61.78111111,CZF,166.0394444,2007,1162,10665,162
11891,2065,61.78111111,CZF,166.0394444,2008,4185,8398,102
11892,5065,61.78111111,CZF,166.0394444,2009,1140,87120,99
11893,15065,61.78111111,CZF,166.0394444,2010,5190,8964,56
11894,65,61.78111111,CZF,166.0394444,2011,1934,9272,16
11895,7065,61.78111111,CZF,166.0394444,2012,1280,32266,84
11896,9065,61.78111111,CZF,166.0394444,2013,569,12852,370
11897,1065,61.78111111,CZF,166.0394444,2014,1923,56316,702
11898,12065,61.78111111,CZF,166.0394444,2015,152,48472,837
11899,16065,61.78111111,CZF,166.0394444,2016,645,37940,736
11900,9079,62.07111111,CZN,142.0483333,2000,1925,70146,100
11901,79,62.07111111,CZN,142.0483333,2001,1702,23695,58
11902,14079,62.07111111,CZN,142.0483333,2002,6174,25333,32
11903,5079,62.07111111,CZN,142.0483333,2003,1652,15225,124
11904,8079,62.07111111,CZN,142.0483333,2004,2997,45639,93
11905,6079,62.07111111,CZN,142.0483333,2005,32,62748,110
11906,2079,62.07111111,CZN,142.0483333,2006,1827,19210,51
11907,11079,62.07111111,CZN,142.0483333,2007,1554,40320,783
11908,12079,62.07111111,CZN,142.0483333,2008,4695,9519,150
11909,16079,62.07111111,CZN,142.0483333,2009,448,43956,100
11910,4079,62.07111111,CZN,142.0483333,2010,6850,18900,259
11911,1079,62.07111111,CZN,142.0483333,2011,1384,24776,37
11912,7079,62.07111111,CZN,142.0483333,2012,1485,28288,244
11913,10079,62.07111111,CZN,142.0483333,2013,436,26588,370
11914,3079,62.07111111,CZN,142.0483333,2014,33,29260,126
11915,13079,62.07111111,CZN,142.0483333,2015,1484,50464,738
11916,15079,62.07111111,CZN,142.0483333,2016,2090,23590,600
11917,80,62.56333333,CZO,144.6688889,2000,2632,40419,10
11918,11080,62.56333333,CZO,144.6688889,2001,1450,16800,79
11919,14080,62.56333333,CZO,144.6688889,2002,5004,14938,232
11920,4080,62.56333333,CZO,144.6688889,2003,1700,77691,54
11921,15080,62.56333333,CZO,144.6688889,2004,1809,83754,282
11922,6080,62.56333333,CZO,144.6688889,2005,672,55944,550
11923,5080,62.56333333,CZO,144.6688889,2006,3033,22185,60
11924,12080,62.56333333,CZO,144.6688889,2007,376,35910,567
11925,13080,62.56333333,CZO,144.6688889,2008,140,3078,2
11926,2080,62.56333333,CZO,144.6688889,2009,2908,66528,28
11927,8080,62.56333333,CZO,144.6688889,2010,7540,29484,595
11928,3080,62.56333333,CZO,144.6688889,2011,1300,71212,14
11929,9080,62.56333333,CZO,144.6688889,2012,2210,26078,208
11930,1080,62.56333333,CZO,144.6688889,2013,910,23188,330
11931,10080,62.56333333,CZO,144.6688889,2014,2406,61256,801
11932,16080,62.56333333,CZO,144.6688889,2015,424,64906,576
11933,7080,62.56333333,CZO,144.6688889,2016,4715,18060,104
11934,4115,64.05055556,D66,145.7172222,2000,2534,69903,460
11935,12115,64.05055556,D66,145.7172222,2001,844,17780,70
11936,9115,64.05055556,D66,145.7172222,2002,207,66297,200
11937,2115,64.05055556,D66,145.7172222,2003,1376,72123,198
11938,3115,64.05055556,D66,145.7172222,2004,5679,34056,3
11939,14115,64.05055556,D66,145.7172222,2005,1488,44436,970
11940,15115,64.05055556,D66,145.7172222,2006,387,27625,72
11941,1115,64.05055556,D66,145.7172222,2007,320,31995,522
11942,11115,64.05055556,D66,145.7172222,2008,1650,18981,188
11943,8115,64.05055556,D66,145.7172222,2009,2228,30888,12
11944,115,64.05055556,D66,145.7172222,2010,4810,25812,63
11945,6115,64.05055556,D66,145.7172222,2011,1930,59584,31
11946,7115,64.05055556,D66,145.7172222,2012,2350,5916,140
11947,10115,64.05055556,D66,145.7172222,2013,897,25126,100
11948,5115,64.05055556,D66,145.7172222,2014,2511,59052,351
11949,13115,64.05055556,D66,145.7172222,2015,1450,72293,819
11950,16115,64.05055556,D66,145.7172222,2016,4405,63980,272
11951,10298,66.8175,D76,161.0222222,2000,2247,32724,120
11952,15298,66.8175,D76,161.0222222,2001,458,15610,23
11953,13298,66.8175,D76,161.0222222,2002,1521,13013,52
11954,1298,66.8175,D76,161.0222222,2003,588,40716,20
11955,298,66.8175,D76,161.0222222,2004,5085,65538,168
11956,16298,66.8175,D76,161.0222222,2005,990,54012,160
11957,4298,66.8175,D76,161.0222222,2006,8766,15810,78
11958,8298,66.8175,D76,161.0222222,2007,1368,41985,252
11959,6298,66.8175,D76,161.0222222,2008,1880,14763,52
11960,9298,66.8175,D76,161.0222222,2009,2972,24849,97
11961,2298,66.8175,D76,161.0222222,2010,80,6102,210
11962,14298,66.8175,D76,161.0222222,2011,1224,27968,4
11963,11298,66.8175,D76,161.0222222,2012,2905,4182,376
11964,12298,66.8175,D76,161.0222222,2013,215,30158,320
11965,7298,66.8175,D76,161.0222222,2014,942,21812,234
11966,5298,66.8175,D76,161.0222222,2015,138,33532,765
11967,3298,66.8175,D76,161.0222222,2016,3945,13370,408
11968,3103,66.94333333,DCK,156.9047222,2000,2695,52407,75
11969,1103,66.94333333,DCK,156.9047222,2001,1432,16450,82
11970,5103,66.94333333,DCK,156.9047222,2002,711,29876,304
11971,13103,66.94333333,DCK,156.9047222,2003,102,30450,166
11972,11103,66.94333333,DCK,156.9047222,2004,3195,59994,117
11973,2103,66.94333333,DCK,156.9047222,2005,1666,42252,100
11974,103,66.94333333,DCK,156.9047222,2006,8739,28475,34
11975,6103,66.94333333,DCK,156.9047222,2007,510,30240,45
11976,4103,66.94333333,DCK,156.9047222,2008,2640,6593,34
11977,15103,66.94333333,DCK,156.9047222,2009,3232,11781,25
11978,9103,66.94333333,DCK,156.9047222,2010,8240,48060,189
11979,14103,66.94333333,DCK,156.9047222,2011,1650,37088,11
11980,8103,66.94333333,DCK,156.9047222,2012,2980,19380,388
11981,10103,66.94333333,DCK,156.9047222,2013,888,5746,290
11982,12103,66.94333333,DCK,156.9047222,2014,2637,67184,450
11983,16103,66.94333333,DCK,156.9047222,2015,246,35524,891
11984,7103,66.94333333,DCK,156.9047222,2016,4475,8470,440
11985,13598,34.65416667,DCU,86.94527778,2000,3563,56943,230
11986,16598,34.65416667,DCU,86.94527778,2001,1238,27510,85
11987,15598,34.65416667,DCU,86.94527778,2002,2583,35112,192
11988,3598,34.65416667,DCU,86.94527778,2003,1496,59943,80
11989,2598,34.65416667,DCU,86.94527778,2004,8541,69696,282
11990,6598,34.65416667,DCU,86.94527778,2005,914,76776,560
11991,11598,34.65416667,DCU,86.94527778,2006,7380,19635,62
11992,12598,34.65416667,DCU,86.94527778,2007,1558,16965,630
11993,14598,34.65416667,DCU,86.94527778,2008,1225,17043,168
11994,8598,34.65416667,DCU,86.94527778,2009,972,12672,5
11995,9598,34.65416667,DCU,86.94527778,2010,5370,24948,385
11996,598,34.65416667,DCU,86.94527778,2011,146,50160,73
11997,10598,34.65416667,DCU,86.94527778,2012,3915,13600,8
11998,5598,34.65416667,DCU,86.94527778,2013,62,10880,830
11999,4598,34.65416667,DCU,86.94527778,2014,1563,58824,351
12000,1598,34.65416667,DCU,86.94527778,2015,342,78518,342
12001,7598,34.65416667,DCU,86.94527778,2016,3020,20510,480
12002,11397,62.72472222,DDT,143.9205556,2000,5103,13203,215
12003,13397,62.72472222,DDT,143.9205556,2001,1224,20545,68
12004,12397,62.72472222,DDT,143.9205556,2002,6876,35420,124
12005,14397,62.72472222,DDT,143.9205556,2003,1436,40542,132
12006,15397,62.72472222,DDT,143.9205556,2004,7785,57915,216
12007,2397,62.72472222,DDT,143.9205556,2005,1828,35364,120
12008,397,62.72472222,DDT,143.9205556,2006,576,24310,81
12009,9397,62.72472222,DDT,143.9205556,2007,1402,42255,207
12010,5397,62.72472222,DDT,143.9205556,2008,945,18164,16
12011,1397,62.72472222,DDT,143.9205556,2009,428,12177,87
12012,8397,62.72472222,DDT,143.9205556,2010,8430,52704,665
12013,3397,62.72472222,DDT,143.9205556,2011,402,53732,20
12014,7397,62.72472222,DDT,143.9205556,2012,2080,4556,212
12015,10397,62.72472222,DDT,143.9205556,2013,818,15980,180
12016,6397,62.72472222,DDT,143.9205556,2014,243,14896,648
12017,16397,62.72472222,DDT,143.9205556,2015,1194,49966,621
12018,4397,62.72472222,DDT,143.9205556,2016,1535,52710,600
12019,3110,66.06944444,DEE,162.7663889,2000,882,35640,240
12020,1110,66.06944444,DEE,162.7663889,2001,962,20755,89
12021,5110,66.06944444,DEE,162.7663889,2002,8010,43659,176
12022,6110,66.06944444,DEE,162.7663889,2003,1254,78213,56
12023,14110,66.06944444,DEE,162.7663889,2004,4833,64449,39
12024,7110,66.06944444,DEE,162.7663889,2005,314,63420,770
12025,11110,66.06944444,DEE,162.7663889,2006,6984,12325,48
12026,16110,66.06944444,DEE,162.7663889,2007,1116,16830,603
12027,15110,66.06944444,DEE,162.7663889,2008,1795,17480,176
12028,4110,66.06944444,DEE,162.7663889,2009,1092,97119,90
12029,2110,66.06944444,DEE,162.7663889,2010,1070,9882,560
12030,12110,66.06944444,DEE,162.7663889,2011,134,50920,16
12031,10110,66.06944444,DEE,162.7663889,2012,2770,15062,44
12032,110,66.06944444,DEE,162.7663889,2013,183,28662,720
12033,9110,66.06944444,DEE,162.7663889,2014,2385,36252,189
12034,13110,66.06944444,DEE,162.7663889,2015,122,77771,774
12035,8110,66.06944444,DEE,162.7663889,2016,1885,48230,256
12036,8792,34.04694444,DEQ,94.39944444,2000,2933,76545,425
12037,7792,34.04694444,DEQ,94.39944444,2001,542,20160,99
12038,10792,34.04694444,DEQ,94.39944444,2002,7956,58520,212
12039,9792,34.04694444,DEQ,94.39944444,2003,1254,56898,170
12040,5792,34.04694444,DEQ,94.39944444,2004,3123,65538,141
12041,15792,34.04694444,DEQ,94.39944444,2005,1172,45948,340
12042,1792,34.04694444,DEQ,94.39944444,2006,7074,72335,61
12043,3792,34.04694444,DEQ,94.39944444,2007,1690,5220,342
12044,12792,34.04694444,DEQ,94.39944444,2008,3285,11932,116
12045,4792,34.04694444,DEQ,94.39944444,2009,3392,22671,58
12046,6792,34.04694444,DEQ,94.39944444,2010,1320,40716,287
12047,16792,34.04694444,DEQ,94.39944444,2011,30,39064,34
12048,14792,34.04694444,DEQ,94.39944444,2012,2445,25330,80
12049,792,34.04694444,DEQ,94.39944444,2013,571,26146,740
12050,11792,34.04694444,DEQ,94.39944444,2014,2694,12540,9
12051,13792,34.04694444,DEQ,94.39944444,2015,168,82585,873
12052,2792,34.04694444,DEQ,94.39944444,2016,2895,13860,64
12053,14372,68.03222222,DGG,162.8991667,2000,1939,31266,425
12054,372,68.03222222,DGG,162.8991667,2001,1678,32900,22
12055,4372,68.03222222,DGG,162.8991667,2002,5526,70224,336
12056,7372,68.03222222,DGG,162.8991667,2003,1112,13746,2
12057,3372,68.03222222,DGG,162.8991667,2004,8298,59499,171
12058,15372,68.03222222,DGG,162.8991667,2005,1766,36456,390
12059,16372,68.03222222,DGG,162.8991667,2006,7614,29070,29
12060,12372,68.03222222,DGG,162.8991667,2007,1840,41895,810
12061,1372,68.03222222,DGG,162.8991667,2008,3340,3572,34
12062,13372,68.03222222,DGG,162.8991667,2009,3248,89991,46
12063,10372,68.03222222,DGG,162.8991667,2010,5030,11556,224
12064,8372,68.03222222,DGG,162.8991667,2011,1156,12844,47
12065,5372,68.03222222,DGG,162.8991667,2012,1825,20026,384
12066,9372,68.03222222,DGG,162.8991667,2013,66,12784,610
12067,6372,68.03222222,DGG,162.8991667,2014,420,8968,846
12068,2372,68.03222222,DGG,162.8991667,2015,1082,78850,99
12069,11372,68.03222222,DGG,162.8991667,2016,285,49280,432
12070,4601,31.32138889,DHN,85.44972222,2000,4060,60831,375
12071,7601,31.32138889,DHN,85.44972222,2001,266,13195,37
12072,9601,31.32138889,DHN,85.44972222,2002,8694,76384,284
12073,3601,31.32138889,DHN,85.44972222,2003,42,39846,106
12074,11601,31.32138889,DHN,85.44972222,2004,4221,47718,69
12075,601,31.32138889,DHN,85.44972222,2005,308,20580,730
12076,14601,31.32138889,DHN,85.44972222,2006,4842,14790,2
12077,8601,31.32138889,DHN,85.44972222,2007,632,14490,540
12078,5601,31.32138889,DHN,85.44972222,2008,4120,10849,138
12079,1601,31.32138889,DHN,85.44972222,2009,3768,68409,40
12080,13601,31.32138889,DHN,85.44972222,2010,2180,36882,693
12081,15601,31.32138889,DHN,85.44972222,2011,1012,74480,26
12082,12601,31.32138889,DHN,85.44972222,2012,320,30702,52
12083,6601,31.32138889,DHN,85.44972222,2013,494,27404,780
12084,10601,31.32138889,DHN,85.44972222,2014,1521,34884,873
12085,16601,31.32138889,DHN,85.44972222,2015,1346,34611,405
12086,2601,31.32138889,DHN,85.44972222,2016,1680,29820,720
12087,4122,59.04472222,DLG,158.5055556,2000,6888,74196,275
12088,9122,59.04472222,DLG,158.5055556,2001,102,13755,60
12089,12122,59.04472222,DLG,158.5055556,2002,5004,31647,184
12090,2122,59.04472222,DLG,158.5055556,2003,1930,51330,82
12091,5122,59.04472222,DLG,158.5055556,2004,3699,84051,105
12092,15122,59.04472222,DLG,158.5055556,2005,1342,82908,190
12093,7122,59.04472222,DLG,158.5055556,2006,5175,58820,58
12094,1122,59.04472222,DLG,158.5055556,2007,1970,21015,531
12095,8122,59.04472222,DLG,158.5055556,2008,3625,4237,154
12096,10122,59.04472222,DLG,158.5055556,2009,532,75339,48
12097,122,59.04472222,DLG,158.5055556,2010,3930,38394,287
12098,14122,59.04472222,DLG,158.5055556,2011,374,52136,11
12099,13122,59.04472222,DLG,158.5055556,2012,455,11390,80
12100,3122,59.04472222,DLG,158.5055556,2013,543,19720,910
12101,16122,59.04472222,DLG,158.5055556,2014,837,50008,135
12102,6122,59.04472222,DLG,158.5055556,2015,342,49883,432
12103,11122,59.04472222,DLG,158.5055556,2016,2690,42770,200
12104,10472,53.9,DUT,166.5436111,2000,1869,62694,395
12105,6472,53.9,DUT,166.5436111,2001,576,17920,87
12106,7472,53.9,DUT,166.5436111,2002,2682,59598,144
12107,15472,53.9,DUT,166.5436111,2003,1910,70818,200
12108,472,53.9,DUT,166.5436111,2004,8892,22869,180
12109,16472,53.9,DUT,166.5436111,2005,1122,64260,140
12110,1472,53.9,DUT,166.5436111,2006,8532,77775,19
12111,8472,53.9,DUT,166.5436111,2007,624,5490,459
12112,12472,53.9,DUT,166.5436111,2008,1755,3325,178
12113,2472,53.9,DUT,166.5436111,2009,3536,23760,67
12114,4472,53.9,DUT,166.5436111,2010,5860,53298,378
